Timestamp, vel x, vel y, vel z
1.6046097656697203e+18,2.036350965500e-02,-3.910122439265e-03,-2.430038899183e-02
1.6046097656898125e+18,2.208801731467e-02,-3.698172047734e-03,-2.511312812567e-02
1.60460976570945e+18,2.278986200690e-02,-5.191216245294e-03,-2.501206099987e-02
1.6046097657295278e+18,1.929517462850e-02,-6.776846945286e-03,-2.681762911379e-02
1.6046097657506127e+18,1.600147411227e-02,-8.645266294479e-03,-2.738282270730e-02
1.6046097657903314e+18,1.742118969560e-02,-8.822210133076e-03,-2.759422548115e-02
1.6046097658094118e+18,1.924408599734e-02,-9.118339046836e-03,-2.961572073400e-02
1.6046097658293484e+18,1.889733225107e-02,-1.038900949061e-02,-3.088961914182e-02
1.6046097658696284e+18,1.824113726616e-02,-1.302755810320e-02,-3.400792554021e-02
1.6046097658900974e+18,1.612242311239e-02,-1.211204938591e-02,-3.558915108442e-02
1.604609765909742e+18,1.730912365019e-02,-1.055608130991e-02,-3.370993211865e-02
1.604609765930144e+18,2.071722596884e-02,-1.197462901473e-02,-3.269988670945e-02
1.6046097659493955e+18,2.249605581164e-02,-1.290797349066e-02,-3.339183330536e-02
1.6046097659694403e+18,2.549188025296e-02,-1.117952540517e-02,-3.400848433375e-02
1.6046097659980006e+18,2.752984128892e-02,-1.096801925451e-02,-3.373679891229e-02
1.604609766029683e+18,2.387196570635e-02,-9.971355088055e-03,-3.245858103037e-02
1.6046097660522294e+18,2.285465039313e-02,-1.047514658421e-02,-3.395377844572e-02
1.6046097660719588e+18,2.323465049267e-02,-1.339252758771e-02,-3.726788982749e-02
1.604609766089312e+18,2.519704028964e-02,-1.522386446595e-02,-3.828349709511e-02
1.6046097661095037e+18,2.737684734166e-02,-1.489461492747e-02,-3.916660323739e-02
1.6046097661293865e+18,2.603526413441e-02,-1.444056630135e-02,-3.869109973311e-02
1.6046097661495836e+18,2.537392824888e-02,-1.113314088434e-02,-3.903146833181e-02
1.6046097661893827e+18,2.518976479769e-02,-1.214103866369e-02,-3.762383386493e-02
1.6046097662145984e+18,2.294865064323e-02,-1.484270673245e-02,-3.531824052334e-02
1.604609766230304e+18,2.397096157074e-02,-1.598655804992e-02,-3.231505677104e-02
1.6046097662523464e+18,2.478892728686e-02,-1.743951998651e-02,-3.238214179873e-02
1.6046097662720376e+18,2.565759792924e-02,-1.941745728254e-02,-3.469682484865e-02
1.6046097662938427e+18,2.527310326695e-02,-2.014388330281e-02,-3.464699164033e-02
